1759437349969,41,45,45,46
1759437350002,41,45,44,46
1759437350037,41,45,44,46
1759437350073,41,45,44,46
1759437350107,41,45,44,47
1759437350140,41,45,44,47
1759437350175,41,45,44,46
1759437350209,41,45,44,47
1759437350243,41,45,43,47
1759437350277,41,45,44,48
1759437350311,41,45,44,47
1759437350345,41,45,44,47
1759437350379,41,45,44,48
1759437350413,41,45,43,48
1759437350447,41,45,43,48
1759437350481,41,45,42,48
1759437350515,41,46,41,49
1759437350549,41,45,40,50
1759437350583,42,46,37,53
1759437350617,42,45,35,56
1759437350651,43,45,34,57
1759437350685,44,45,31,58
1759437350719,44,45,29,60
1759437350753,45,45,28,61
1759437350786,45,44,26,61
1759437350821,46,44,25,62
1759437350855,46,44,24,64
1759437350889,46,44,24,64
1759437350923,46,44,23,64
1759437350957,46,44,22,64
1759437350991,46,45,23,65
1759437351024,46,45,22,64
1759437351059,46,45,23,64
1759437351093,46,45,22,64
1759437351127,46,45,21,64
1759437351161,46,45,21,65
1759437351194,46,45,22,65
1759437351229,46,44,22,64
1759437351263,46,44,22,64
1759437351297,46,44,22,64
1759437351331,46,45,23,64
1759437351365,46,45,24,62
1759437351399,46,44,25,62
1759437351435,46,44,26,61
1759437351469,46,44,28,60
1759437351503,46,44,29,58
1759437351537,46,44,30,57
1759437351571,45,45,33,57
1759437351605,44,45,34,55
1759437351639,44,45,35,54
1759437351673,44,45,36,53
1759437351707,43,45,37,52
1759437351740,43,45,38,52
1759437351775,42,46,38,50
1759437351808,42,46,37,50
1759437351843,42,46,38,51
1759437351877,42,45,39,50
1759437351911,42,46,39,50
1759437351945,43,46,39,50
1759437351979,43,45,40,50
1759437352013,42,46,40,49
1759437352047,42,46,40,50
1759437352081,42,46,40,49
1759437352115,42,45,40,49
1759437352149,42,45,40,49
1759437352183,42,46,41,49
1759437352217,42,45,41,48
1759437352251,42,45,41,48
1759437352285,42,46,42,48
1759437352319,42,45,42,48
1759437352353,42,45,41,48
1759437352387,42,45,42,48
1759437352421,42,45,42,46
1759437352455,43,45,42,48
1759437352489,43,44,42,46
1759437352523,42,44,44,46
1759437352557,42,45,43,46
1759437352591,42,45,43,46
1759437352625,42,44,44,46
1759437352659,42,44,45,45
1759437352693,42,44,45,44
1759437352727,42,44,46,44
1759437352761,41,45,46,43
1759437352795,41,45,46,43
1759437352829,41,45,46,43
1759437352863,41,45,47,43
1759437352897,41,45,48,42
1759437352930,41,45,48,42
1759437352965,41,45,47,43
1759437352999,41,45,47,42
