1759432720829,32,61,44,26
1759432720862,32,61,45,26
1759432720896,32,61,45,26
1759432720930,32,61,45,26
1759432720964,32,61,44,26
1759432720998,32,62,44,26
1759432721032,32,62,44,26
1759432721066,33,62,44,26
1759432721100,33,62,44,25
1759432721136,34,64,42,26
1759432721170,35,65,40,26
1759432721204,36,68,36,26
1759432721238,37,70,32,27
1759432721272,40,72,27,26
1759432721306,41,73,26,26
1759432721340,42,73,25,25
1759432721374,44,73,24,24
1759432721408,44,74,23,23
1759432721442,44,73,22,24
1759432721476,44,73,22,24
1759432721511,43,74,21,24
1759432721547,42,73,20,24
1759432721582,42,73,20,24
1759432721616,41,72,19,24
1759432721651,41,72,20,25
1759432721684,41,69,23,24
1759432721718,41,66,26,23
1759432721752,40,65,28,24
1759432721786,38,65,29,24
1759432721820,37,65,30,25
1759432721854,36,66,31,26
1759432721888,34,66,32,25
1759432721922,33,65,34,26
1759432721956,33,65,34,26
1759432721990,33,64,35,26
1759432722024,34,64,37,25
1759432722058,34,64,38,25
1759432722092,33,64,38,25
1759432722126,32,64,40,25
1759432722160,31,65,40,25
1759432722194,31,65,41,25
1759432722228,31,65,41,24
1759432722262,30,65,42,25
1759432722297,30,65,42,24
1759432722332,30,65,43,24
1759432722366,30,65,44,25
1759432722400,30,65,44,24
1759432722434,30,65,44,25
1759432722468,30,65,44,25
1759432722502,30,64,44,25
1759432722536,30,65,44,24
1759432722570,30,64,44,25
1759432722604,31,64,44,25
1759432722638,31,64,43,25
1759432722672,31,64,42,26
1759432722706,32,64,42,26
1759432722740,32,64,42,26
1759432722774,32,62,42,27
1759432722808,31,64,42,27
1759432722842,31,62,42,28
1759432722877,31,62,42,28
1759432722910,32,62,42,28
1759432722944,32,62,42,28
1759432722978,32,62,42,29
1759432723012,32,61,42,28
1759432723046,32,61,43,29
1759432723080,32,61,42,29
1759432723114,32,60,42,29
1759432723148,32,60,42,30
1759432723182,32,60,42,30
1759432723217,32,60,42,30
1759432723250,32,60,42,30
1759432723284,32,60,42,30
1759432723319,32,60,42,30
1759432723352,32,60,42,30
1759432723386,33,60,42,30
1759432723420,33,59,42,30
1759432723454,32,60,42,30
1759432723488,32,60,42,30
1759432723522,32,60,42,30
1759432723556,32,60,42,30
1759432723590,32,58,43,30
1759432723625,33,58,43,30
1759432723660,33,58,42,30
1759432723694,32,59,42,30
1759432723728,32,58,42,30
1759432723762,32,59,42,30
1759432723796,32,58,42,30
1759432723830,33,58,42,30
