1759437713262,38,34,49,32
1759437713298,38,34,49,32
1759437713332,37,34,49,32
1759437713366,37,34,49,32
1759437713400,37,34,48,32
1759437713434,38,34,48,32
1759437713468,38,34,49,32
1759437713502,38,34,49,32
1759437713536,38,34,49,32
1759437713570,37,34,49,32
1759437713604,37,34,49,32
1759437713639,37,34,50,31
1759437713674,38,34,50,30
1759437713708,38,34,52,29
1759437713742,37,34,52,28
1759437713776,37,35,53,28
1759437713810,36,36,53,28
1759437713844,35,36,54,27
1759437713878,35,36,54,26
1759437713912,35,36,56,24
1759437713946,35,37,57,23
1759437713980,35,37,57,22
1759437714013,34,37,57,22
1759437714047,34,38,57,22
1759437714082,33,38,57,21
1759437714116,33,39,57,21
1759437714150,33,39,58,21
1759437714184,34,38,58,21
1759437714218,34,38,57,21
1759437714251,34,38,58,20
1759437714286,33,38,58,20
1759437714320,33,39,58,20
1759437714353,33,39,58,20
1759437714387,33,39,57,20
1759437714422,34,39,58,20
1759437714456,34,39,58,20
1759437714490,34,39,58,20
1759437714525,33,39,58,20
1759437714559,33,39,58,20
1759437714594,33,39,57,20
1759437714628,33,39,57,21
1759437714662,34,39,57,21
1759437714695,34,39,57,21
1759437714730,33,39,56,22
1759437714764,33,39,56,23
1759437714798,34,39,56,23
1759437714832,34,38,54,24
1759437714866,34,38,54,24
1759437714900,35,38,54,25
1759437714934,35,37,53,26
1759437714968,35,37,53,26
1759437715001,35,37,53,27
1759437715036,35,37,52,28
1759437715070,36,37,52,28
1759437715104,36,36,50,29
1759437715138,36,36,50,29
1759437715172,37,36,50,30
1759437715206,37,36,50,30
1759437715240,37,36,50,30
1759437715274,37,36,50,30
1759437715308,37,36,49,30
1759437715341,37,36,50,30
1759437715375,37,36,49,30
1759437715410,37,36,49,30
1759437715444,37,36,49,30
1759437715478,37,36,49,30
1759437715512,37,36,49,31
1759437715547,37,36,49,31
1759437715580,37,35,49,31
1759437715614,37,35,49,31
1759437715648,37,36,49,31
1759437715682,37,36,49,31
1759437715716,38,36,49,31
1759437715750,37,35,49,31
1759437715784,38,35,49,31
1759437715818,38,35,49,31
1759437715852,37,36,49,31
1759437715886,37,36,49,31
1759437715920,37,36,49,31
1759437715953,38,36,49,31
1759437715987,38,35,49,31
1759437716022,38,35,49,31
1759437716056,38,35,49,31
1759437716090,37,35,49,32
1759437716123,37,35,49,32
1759437716158,37,35,49,32
1759437716192,38,35,49,32
1759437716226,38,35,49,32
1759437716260,38,35,49,31
1759437716294,38,35,49,32
